data,label,teks_stemmed
jalan pajajaran pintu gerbang bandara husein sastranegara bandung food court food court suasana nyaman bersih nama makan penyewa tersedia simpel simpel kayak makanan penutup krim thailand chatuchak jusan bakso batagor berat kayak bakso martabak sandwich,positive,jalan pajajaran pintu gerbang bandara husein sastranegara bandung food court food court suasana nyaman bersih nama makan sewa sedia simpel simpel kayak makan tutup krim thailand chatuchak jus bakso batagor berat kayak bakso martabak sandwich
terletak bandung pikir wajib dikunjungi makan bermain anak anak mengasyikkan restoran memiliki kelebihan kali makan lutung kasarung berbentuk sarang burung pohon makan dikenakan biaya sewa ribu sarang menampung,positive,letak bandung pikir wajib kunjung makan main anak anak asyik restoran milik lebih kali makan lutung kasarung bentuk sarang burung pohon makan kena biaya sewa ribu sarang tampung
makan lokasi kayak sarang burung makanan beragam suhu dingin menambah selera makan samping restoran bermain cantik anak bayar ribu sepuas indah banget harga makanan mahal setimpal banget,positive,makan lokasi kayak sarang burung makan agam suhu dingin tambah selera makan samping restoran main cantik anak bayar ribu puas indah banget harga makan mahal timpal banget
bisnis bayar gaji karyawan mengurus perusahaan becus,negative,bisnis bayar gaji karyawan urus usaha becus
main makan pilihan beli voucer harga makanan mahal bingit danau buatan bagus suasana romantis,positive,main makan pilih beli voucer harga makan mahal bingit danau buat bagus suasana romantis
lokasi restoran enak ayam ungkep ikan ketinggalan terong nikmat harga,positive,lokasi restoran enak ayam ungkep ikan tinggal terong nikmat harga
berkali kali makan rumah makan sambal hejo natuna mengulangi duduk meja makan pelayan langsung menyajikan makanan lengkap ditambah hangat terkadang makanan panas pelayan senang hati mengganti masakan favorit ayam goreng cimplung perkedel terbuat tepung,positive,kali kali makan rumah makan sambal hejo natuna ulang duduk meja makan layan langsung saji makan lengkap tambah hangat terkadang makan panas layan senang hati ganti masakan favorit ayam goreng cimplung perkedel buat tepung
suasana banget nongkrong harga makanan mahal enak rugi wifi cepat live musik jalan masuk restoran dikasih penerangan menyasar melulu malam malam pisahin merokok gratis area merokok,positive,suasana banget nongkrong harga makan mahal enak rugi wifi cepat live musik jalan masuk restoran kasih terang sasar melulu malam malam pisahin rokok gratis area rokok
dijamin kualitas ragu risau galau,positive,jamin kualitas ragu risau galau
jual betrayal pengkhianatan sang kekasih gillian shields pemesanan klik tautan,neutral,jual betrayal khianat sang kasih gillian shields mesan klik taut
warung inul terletak dago pakar sederhana sederhana warung inul ramai dikunjungi orang makanan menyediakan makanan sunda sembari makan menikmati keindahan pemandangan kota bandung,positive,warung inul letak dago pakar sederhana sederhana warung inul ramai kunjung orang makan sedia makan sunda sembari makan nikmat indah pandang kota bandung
restoran terletak lantai trans studio hotel menawarkan pemandangan bagus sore cocok berfoto balkon terbuat kaca tembus pandang seru dijadikan spot foto suasana malam dihiasi lampu redup cocok makan malam menikmati suasana malam kota bandung,positive,restoran letak lantai trans studio hotel tawar pandang bagus sore cocok foto balkon buat kaca tembus pandang seru jadi spot foto suasana malam hias lampu redup cocok makan malam nikmat suasana malam kota bandung
makanan sunda pemandangan cantik thema persawahanan makanan mahal sesuai,positive,makan sunda pandang cantik thema persawahanan makan mahal sesuai
euforia pendukung indonesia mengakibatkan jatuh mental pemain indonesia kebobolan susah bangkit,negative,euforia dukung indonesia akibat jatuh mental main indonesia bobol susah bangkit
mengajukan permohonan pengembalian dana salah stasiun selambat lambatnya menit keberangkatan,neutral,aju mohon kembali dana salah stasiun lambat lambat menit berangkat
jokowi lakukan terpikat membangun jalan memperbaiki infrastruktur indonesia bernilai mata,negative,jokowi laku pikat bangun jalan baik infrastruktur indonesia nila mata
handphone xiaomi mic maxstream eror,negative,handphone xiaomi mic maxstream eror
bosan sinetron minimal tayangkan detik rini tombol cornelia agatha minimal,positive,bosan sinetron minimal tayang detik rini tombol cornelia agatha minimal
kali makan warung inul terkenal nadi cikur konsep kafe resto tampil warung makan menyajikan makanan khas sunda terkenal nasi cikur mudah mencari warung hotel,positive,kali makan warung inul kenal nadi cikur konsep kafe resto tampil warung makan saji makan khas sunda kenal nasi cikur mudah cari warung hotel
payah banget pelayanan,negative,payah banget layan
gaya makan suasana desa makanan enak harga murah murah dibandingkan resto bandung,positive,gaya makan suasana desa makan enak harga murah murah banding resto bandung
lobi disambut ramah staff hotel restoran ramah sambutan mreka menu acara birthday anak warga menyenangkan makanan enak bgtu nyaman,positive,lobi sambut ramah staff hotel restoran ramah sambut mreka menu acara birthday anak warga senang makan enak bgtu nyaman
mantap ambil amanah kalai diselesaikan kekuasaan goda risma,positive,mantap ambil amanah kalai selesai kuasa goda risma
mesti menyempatkan makan teras mertua langganan zaman kuliah enak masakan lidah,positive,mesti sempat makan teras mertua langgan zaman kuliah enak masakan lidah
terletak ciwalk nyaman bersih pelayanan ramah tersedia menu bakso porsi harga sepadan menu bakso urat batagor siomay,positive,letak ciwalk nyaman bersih layan ramah sedia menu bakso porsi harga padan menu bakso urat batagor siomay
jaringan matesih karanganyar mengecewakan harga paketan mahal jaringan lemah otak masak download menunggu selesai tolonglah perbaiki jaringan kasihan pelanggan kayak,negative,jaring matesih karanganyar kecewa harga paket mahal jaring lemah otak masak download tunggu selesai tolong baik jaring kasihan langgan kayak
emak pelacur omangan kayak bajingan bangsat kepala ditodong pistol,negative,emak lacur omangan kayak bajing bangsat kepala todong pistol
minggu kemarin jaringan,neutral,minggu kemarin jaring
nyobain telor asin terenak prambanan pesan yati dijamin mantap,positive,nyobain telor asin enak prambanan pesan yati jamin mantap
telat menyesal enak harga murah pelayanan cepat,positive,telat sesal enak harga murah layan cepat
gila pesan platter menit pelayan kabur responsif,negative,gila pesan platter menit layan kabur responsif
mengunjungi makan siang pengunjung makan siang keluarga orang bercengkrama santapan favorit menu favorit diandalkan puyuh perancis digoreng dipilih sebelas varian,neutral,unjung makan siang unjung makan siang keluarga orang bercengkrama santap favorit menu favorit andal puyuh perancis goreng pilih sebelas varian
menggangu beradu argumen olah umat menang kenyataan umat dipinggirkan respek percaya jargon nasionalis religius pilih pilih menang,positive,menggangu adu argumen olah umat menang nyata umat pinggir respek percaya jargon nasionalis religius pilih pilih menang
kedai nasi bakmoy nikmat terkenal kota bandung bakmoy makanan berisi daging babi daging ayam dipotong seukuran dadu dimasak kecap disiram kuah kaldu panas disajikan istimewa nasi bakmoy mahmud racikan daging kaldu nikmat gurih ditambah kecap cabai rawit khusus,positive,kedai nasi bakmoy nikmat kenal kota bandung bakmoy makan isi daging babi daging ayam potong ukur dadu masak kecap siram kuah kaldu panas saji istimewa nasi bakmoy mahmud racik daging kaldu nikmat gurih tambah kecap cabai rawit khusus
australia jamin keamanan apec papua nugini,neutral,australia jamin aman apec papua nugini
resto pemandangan bagus bandung makanan minuman pilihan cita enak harga relatif mahal,positive,resto pandang bagus bandung makan minum pilih cita enak harga relatif mahal
langganan beli dicoba bosan enak cocok hang ngemil ngemil varian dessert dessert,positive,langgan beli coba bosan enak cocok hang ngemil ngemil varian dessert dessert
menu sushi sayang sushi enak oden beef teriyaki keras,negative,menu sushi sayang sushi enak oden beef teriyaki keras
indosat mengecewakan paket menyedot pulsa bikin marah,negative,indosat kecewa paket sedot pulsa bikin marah
berkunjung bandung menyarankan menyempatkan terletak lantai hotel trans luxury bandung kafe lounge menawarkan pemandangan kota bandung indah malam lampu lampu indah sekeliling kota bandung makanan mencoba light bites kentang goreng mocktail,positive,kunjung bandung saran sempat letak lantai hotel trans luxury bandung kafe lounge tawar pandang kota bandung indah malam lampu lampu indah keliling kota bandung makan coba light bites kentang goreng mocktail
restoran terletak lantai trans hotel menyajikan hidangan asian makanan barat dinner retaurant menyajikan pengalaman berbeda bandung pemandangan malam tersaji indah malam,positive,restoran letak lantai trans hotel saji hidang asi makan barat dinner retaurant saji alam beda bandung pandang malam saji indah malam
xiaomi redmi note awet banget battery,positive,xiaomi redmi note awet banget battery
bosan lihat rela pulang habis belanja kemarin nonton opening menggebrak sejarah puas menonton empunya creative director ceremony,positive,bosan lihat rela pulang habis belanja kemarin nonton opening gebrak sejarah puas tonton empunya creative director ceremony
mewah bandung pusat kota luas mewah pengunjung ramai kuadrat macet pakai musim liburan,positive,mewah bandung pusat kota luas mewah unjung ramai kuadrat macet pakai musim libur
sabtu mengajak tamu media jakarta orang ekspektasi minum kopi terbaik bandung rekomendasi orang orang pelayanan memaklumi pelayanan terbilang rush tanggapan pelayan bernama angga kecewa,negative,sabtu ajak tamu media jakarta orang ekspektasi minum kopi baik bandung rekomendasi orang orang layan maklum layan bilang rush tanggap layan nama angga kecewa
jobloskan jonru ginting penjara,negative,jobloskan jonru ginting penjara
makanan enak nyaman pelayan resto sigap harga sebanding layanan,positive,makan enak nyaman layan resto sigap harga banding layan
sarankan teman teman pelayanan pelanggan prefer cepat,neutral,saran teman teman layan langgan prefer cepat
makan pesan bakau kulit lepas udang asam kulit kering hambar bakut daging keset ampas spesial kulit bapau kering menempel kertas ceket kaki ayam kulit kering hambar kesimpulan makanan pesan makanan segar,negative,makan pesan bakau kulit lepas udang asam kulit kering hambar bakut daging keset ampas spesial kulit bapau kering tempel kertas ceket kaki ayam kulit kering hambar simpul makan pesan makan segar
hasil pilgub jawa pertimbangan prabowo pilih pendamping,neutral,hasil pilgub jawa timbang prabowo pilih damping
makanan pemandangan kedatangan,negative,makan pandang datang
langsung kota bandung dimalam indah lampu dingin,positive,langsung kota bandung malam indah lampu dingin
promo disc dadakan bandung wajib nyobain cabe rawit ramai wajib dicobakan,positive,promo disc dada bandung wajib nyobain cabe rawit ramai wajib coba
edward soeryadjaya menemui jalan buntu,neutral,edward soeryadjaya temu jalan buntu
wonderful menggambarkan suasana makan restoran padma hotel suka suasana terbuka jendela berukuran menikmati suasana hijau bukit disekitar udara segar pilihan menu beragam makanan tradisional sunda colenak lotek internasional makanan spagheti,positive,wonderful gambar suasana makan restoran padma hotel suka suasana buka jendela ukur nikmat suasana hijau bukit sekitar udara segar pilih menu agam makan tradisional sunda colenak lotek internasional makan spagheti
terharu bangga jokowi kepemimpinan indonesia merasakan keadilan sabang merauke,positive,haru bangga jokowi pimpin indonesia rasa adil sabang merauke
lebar pokok enak daging lembut kambing nyaman,positive,lebar pokok enak daging lembut kambing nyaman
coffe miening glory setra sari bandung utara cogfe wangi tata bagus pepohonan ruko tersedia meja masuk taman santai enak,positive,coffe miening glory setra sari bandung utara cogfe wangi tata bagus pohon ruko sedia meja masuk taman santai enak
kelompok benci difinah gara gara samad ditolak,negative,kelompok benci difinah gara gara samad tolak
tersedia pilihan menu standar nyaman,positive,sedia pilih menu standar nyaman
menyenangkan santai luas asri makanan harga mahal suka sate ayam gulali,positive,senang santai luas asri makan harga mahal suka sate ayam gulali
tolong cepat tindaklanjuti pengaduan korban meretas gopay bertambah,neutral,tolong cepat tindaklanjuti adu korban retas gopay tambah
resto nyaman sajian enak resto memiliki playground anak anak unik pengunjung membawa anak bermain main berkunjung harap diperhatikan parkir lahan parkir sempit terbatas,positive,resto nyaman saji enak resto milik playground anak anak unik unjung bawa anak main main kunjung harap perhati parkir lahan parkir sempit batas
restoran bergaya peranakan zaman display krim suasana nyaman makanan khas rumahan rombongan keluarga makan enak nasi ulam enak nasi tutug oncom masakan eropa asia nusantara tersedia tinggal pilih anak anak suka makan krim,positive,restoran gaya ana zaman display krim suasana nyaman makan khas rumah rombong keluarga makan enak nasi ulam enak nasi tutug oncom masakan eropa asia nusantara sedia tinggal pilih anak anak suka makan krim
